주소,경도,위도
서울특별시 도봉구 창동 도봉로118길 47,127.0377673,37.6490652
서울특별시 도봉구 창동 도봉로110나길 99,127.0366141,37.6502861
서울특별시 도봉구 창동 해등로 139,127.0402108,37.6558021
서울특별시 도봉구 창동 도봉로136길 28,127.0436338,37.6579094
서울특별시 도봉구 창동 노해로66길 21,127.0485403,37.6490829
서울특별시 도봉구 창동 덕릉로 286,127.0418414,37.6423185
서울특별시 도봉구 창동 해등로 118,127.0423666,37.6540054
서울특별시 도봉구 창동 노해로63가길 7,127.0440987,37.6532535
서울특별시 도봉구 창동 도봉로 588-5,127.0403925,37.6572006
서울특별시 도봉구 창동 해등로 121,127.0405588,37.65435340000001
서울특별시 도봉구 창동 해등로 32,127.0445409,37.6478279
서울특별시 도봉구 창동 마들로16길 56,127.0497776,37.6608038
서울특별시 도봉구 창동 우이천로16길 12-13,127.0360917,37.6381749
서울특별시 도봉구 창동 우이천로20길 6,127.034149,37.6404364
서울특별시 도봉구 창동 덕릉로62길 13,127.0418442,37.6407406
서울특별시 도봉구 창동 우이천로8길 57,127.0413748,37.6359352
서울특별시 도봉구 창동 마들로 551,127.0480433,37.6597474
서울특별시 도봉구 창동 도봉로110나길 71,127.0359281,37.6492226
서울특별시 도봉구 창동 마들로11가길 6-25,127.0490452,37.6522338
서울특별시 도봉구 창동 덕릉로59나길 35,127.0397227,37.64189349999999
서울특별시 도봉구 창동 덕릉로66길 17,127.0533829,37.6442061
서울특별시 도봉구 창동 노해로70길 19,127.0525858,37.6507332
서울특별시 도봉구 창동 노해로70길 54,127.0508056,37.649261
서울특별시 도봉구 창동 노해로62길 77,127.0389619,37.6480456
서울특별시 도봉구 창동 도봉로136길 111,127.0460895,37.6610333
서울특별시 도봉구 창동 해등로 113,127.0393781,37.6534849
서울특별시 도봉구 창동 해등로12길 44,127.0422999,37.6527354
서울특별시 도봉구 창동 해등로 50,127.045773,37.649807
서울특별시 도봉구 창동 해등로 49,127.0423892,37.6479194
서울특별시 도봉구 창동 덕릉로 350,127.0478291,37.6442798
서울특별시 도봉구 창동 덕릉로 349,127.0474634,37.6457208
서울특별시 도봉구 창동 도봉로114길 22-8,127.0352263,37.6470825
서울특별시 도봉구 창동 우이천로4라길 11-14,127.0425556,37.6334326
서울특별시 동대문구 답십리동 답십리로41길 33,127.0534327,37.5733978
서울특별시 동대문구 답십리동 답십리로41길 7,127.0545046,37.5731745
서울특별시 동대문구 답십리동 전농로10길 20,127.0597451,37.5744795
서울특별시 동대문구 답십리동 한천로37길 33,127.0653027,37.5758796
서울특별시 동대문구 답십리동 답십리로 130,127.053952,37.57203740000001
서울특별시 동대문구 답십리동 답십리로59길 7,127.0655494,37.5736825
서울특별시 동대문구 답십리동 천호대로47길 62,127.0446568,37.5747564
서울특별시 동대문구 답십리동 서울시립대로 5,127.0441233,37.572692
서울특별시 동대문구 답십리동 고미술로 71,127.0551512,37.5661622
서울특별시 동대문구 답십리동 천호대로55길 11,127.0473028,37.5714477
서울특별시 동대문구 용두동 왕산로 86,127.034286,37.5757257
서울특별시 동대문구 용두동 정릉천동로 16,127.0362171,37.5734286
서울특별시 동대문구 이문동 이문로12길 3-10,127.0601161,37.5935187
서울특별시 동대문구 이문동 신이문로 9,127.0630088,37.6037041
서울특별시 동대문구 이문동 천장산로11길 22,127.0564336,37.6003485
서울특별시 동대문구 이문동 천장산로11길 17,127.0565145,37.5996471
서울특별시 도봉구 창동 노해로70길 119,127.0537538,37.6468786
서울특별시 도봉구 창동 노해로70길 126,127.0519007,37.6467707
서울특별시 동대문구 답십리동 답십리로 141,127.05626,37.5745142
서울특별시 동대문구 답십리동 서울시립대로 14,127.0459864,37.5723708
서울특별시 도봉구 창동 노해로63가길 22,127.0452429,37.6538256
서울특별시 도봉구 창동 도봉로136나길 40,127.0452221,37.65619450000001
서울특별시 도봉구 창동 도봉로110다길 5,127.0349648,37.6457291
서울특별시 도봉구 창동 노해로69가길 54,127.0463003,37.6589557
서울특별시 도봉구 창동 덕릉로59가길 25,127.0381414,37.6394292
서울특별시 도봉구 창동 도봉로110다길 51,127.03339,37.642926
서울특별시 도봉구 창동 덕릉로 276,127.0411932,37.6416818
서울특별시 도봉구 창동 도봉로110나길 79,127.0361546,37.6494947
서울특별시 도봉구 창동 도봉로110나길 85,127.0363334,37.6498186
서울특별시 도봉구 창동 덕릉로60바길 21,127.0410466,37.639007
서울특별시 도봉구 창동 해등로16길 12,127.0408689,37.6557906
서울특별시 동대문구 답십리동 고미술로 57,127.053974,37.5669326
서울특별시 동대문구 답십리동 답십리로60길 38,127.063718,37.5709177
서울특별시 동대문구 답십리동 답십리로 210-30,127.0625793,37.5708099
서울특별시 동대문구 답십리동 답십리로 184,127.0603917,37.57140930000001
서울특별시 동대문구 답십리동 한천로11길 10-1,127.0617086,37.5693419
서울특별시 동대문구 답십리동 답십리로56길 21,127.0601871,37.5693096
서울특별시 동대문구 답십리동 황물로15길 25,127.0576942,37.5661855
서울특별시 동대문구 답십리동 고미술로 39,127.0523161,37.5681683
서울특별시 동대문구 답십리동 고미술로 21,127.0510645,37.5692224
서울특별시 동대문구 답십리동 고미술로 11,127.0504641,37.5700056
서울특별시 동대문구 답십리동 전농로 16,127.0563588,37.56627520000001
서울특별시 동대문구 답십리동 답십리로59길 33,127.0660261,37.5748649
서울특별시 동대문구 답십리동 천호대로 295,127.0575456,37.5645064
서울특별시 동대문구 답십리동 천호대로 241,127.0575456,37.5645064
서울특별시 동대문구 답십리동 서울시립대로 19,127.0450413,37.5738444
서울특별시 동대문구 답십리동 사가정로 6,127.0495168,37.5701708
서울특별시 동대문구 답십리동 천호대로 257,127.0575456,37.5645064
서울특별시 동대문구 답십리동 전농로10길 80,127.0620127,37.575557
서울특별시 동대문구 답십리동 천호대로 307,127.0575456,37.5645064
서울특별시 동대문구 답십리동 답십리로38길 14,127.049754,37.5739041
서울특별시 동대문구 답십리동 천호대로 289,127.0575456,37.5645064
서울특별시 동대문구 신설동 청계천로 417,127.0239122,37.571998
서울특별시 동대문구 용두동 왕산로 81,127.034286,37.5757257
서울특별시 동대문구 용두동 정릉천동로 36,127.0360378,37.575348
서울특별시 동대문구 용두동 정릉천동로 58,127.0357216,37.5771841
서울특별시 동대문구 용두동 왕산로28길 55,127.039171,37.5756702
서울특별시 동대문구 용두동 왕산로19가길 34,127.0318626,37.579812
서울특별시 동대문구 용두동 무학로26길 30,127.0323149,37.5726981
서울특별시 동대문구 용두동 왕산로 52,127.034286,37.5757257
서울특별시 동대문구 용두동 한빛로 73,127.0309768,37.5791258
서울특별시 동대문구 용두동 고산자로32길 44,127.0409036,37.5768664
서울특별시 동대문구 용두동 청계천로 471,127.0299072,37.5703385
서울특별시 동대문구 용두동 왕산로 72,127.034286,37.5757257
서울특별시 동대문구 이문동 한천로63길 10,127.0649732,37.6045226
서울특별시 동대문구 이문동 한천로58길 151,127.0706267,37.60318729999999
서울특별시 동대문구 이문동 한천로58길 139,127.0697892,37.6025668
서울특별시 동대문구 이문동 한천로55길 9,127.0675576,37.5959208
서울특별시 동대문구 이문동 한천로58길 47,127.0685137,37.5997832
서울특별시 동대문구 이문동 한천로58길 181,127.0704277,37.6043222
서울특별시 동대문구 이문동 이문로 136,127.0618949,37.598488
서울특별시 동대문구 이문동 외대역동로 101,127.0646257,37.5964626
서울특별시 동대문구 이문동 한천로58길 107,127.0701922,37.6013505
서울특별시 동대문구 장안동 천호대로77길 62,127.0625629,37.5645
서울특별시 동대문구 장안동 천호대로77다길 11-6,127.0646213,37.56570749999999
서울특별시 동대문구 장안동 장한로18길 26-3,127.070467,37.5673118
서울특별시 동대문구 장안동 장한로12길 79,127.0719367,37.5646458
서울특별시 동대문구 장안동 천호대로97길 35,127.0707054,37.562322
서울특별시 동대문구 장안동 장한로28가길 83,127.0727001,37.5767972
서울특별시 동대문구 장안동 장한로28가길 11,127.0723947,37.573602
서울특별시 동대문구 장안동 장한로28가길 114,127.0731745,37.5780294
서울특별시 동대문구 장안동 장한로21길 11-9,127.0692889,37.5696015
서울특별시 동대문구 장안동 한천로2길 62,127.0618212,37.5625227
서울특별시 동대문구 장안동 한천로24길 74-7,127.0684464,37.5682943
서울특별시 동대문구 장안동 한천로24길 74-11,127.0687843,37.5688166
서울특별시 동대문구 장안동 장한로14길 81,127.072427,37.5664448
서울특별시 동대문구 장안동 장안벚꽃로 167,127.0753876,37.5739639
서울특별시 동대문구 장안동 장한로 119,127.0698598,37.5716704
서울특별시 동대문구 장안동 한천로 42,127.0700249,37.570207
서울특별시 동대문구 장안동 한천로 224,127.0700249,37.570207
서울특별시 동대문구 장안동 장안벚꽃로 107,127.0746064,37.5697253
서울특별시 동대문구 장안동 장한로18길 82-14,127.0727401,37.56737890000001
서울특별시 동대문구 장안동 장한로 91,127.0693603,37.5691797
서울특별시 동대문구 전농동 전농로16길 51,127.0610762,37.5809438
서울특별시 동대문구 전농동 사가정로 65,127.0506563,37.576284
서울특별시 동대문구 전농동 사가정로 148,127.060466,37.5766417
서울특별시 동대문구 전농동 서울시립대로 75,127.0485272,37.5783114
서울특별시 동대문구 전농동 사가정로 190,127.0649582,37.57727149999999
서울특별시 동대문구 전농동 사가정로 191,127.0649582,37.57727149999999
서울특별시 동대문구 회기동 회기로26길 15,127.0536612,37.5900457
서울특별시 동대문구 장안동 사가정로23길 40,127.0702131,37.5804372
서울특별시 동대문구 장안동 답십리로68길 101-2,127.0677069,37.5680678
서울특별시 동대문구 장안동 장한로8길 91,127.0716213,37.5627363
서울특별시 동대문구 장안동 장한로17길 13-3,127.0677781,37.5672573
서울특별시 동대문구 장안동 답십리로68길 31,127.0697295,37.5711933
서울특별시 동대문구 장안동 장한로26다길 12,127.073172,37.5710623
서울특별시 동대문구 장안동 답십리로66길 20,127.0676735,37.5717785
서울특별시 동대문구 장안동 천호대로91길 49,127.0696503,37.5638648
서울특별시 동대문구 장안동 장한로22길 44-22,127.0719302,37.5681216
서울특별시 동대문구 장안동 장한로26가길 11,127.0720208,37.5711239
서울특별시 동대문구 장안동 천호대로77길 63,127.0623299,37.5649007
서울특별시 동대문구 장안동 답십리로64길 39,127.0667944,37.5710157
서울특별시 동대문구 장안동 한천로26길 26-11,127.0670258,37.57094
서울특별시 동대문구 장안동 한천로4길 13-3,127.05963,37.5638321
서울특별시 동대문구 장안동 장한로26가길 7,127.0722022,37.571247
서울특별시 동대문구 장안동 장한로28가길 115,127.0727987,37.5781433
서울특별시 동대문구 장안동 장한로26다길 13,127.0735228,37.570949
서울특별시 동대문구 장안동 장한로26나길 13,127.0727395,37.5709806
서울특별시 동대문구 장안동 장한로26다길 24,127.0729415,37.5706559
서울특별시 동대문구 장안동 장한로26길 37,127.073641,37.57169349999999
서울특별시 동대문구 장안동 사가정로23가길 35,127.0719635,37.5805963
서울특별시 동대문구 장안동 장한로10길 25-5,127.0688538,37.5653309
서울특별시 동대문구 장안동 장한로8길 80,127.0706402,37.56270629999999
서울특별시 동대문구 장안동 천호대로95길 23,127.0703529,37.562833
서울특별시 동대문구 장안동 장한로8길 70,127.070114,37.5629229
서울특별시 동대문구 장안동 장한로32길 27,127.0738682,37.5753548
서울특별시 동대문구 장안동 장한로12길 90,127.07214,37.5640691
서울특별시 동대문구 장안동 장한로12길 94,127.0724341,37.5640584
서울특별시 동대문구 장안동 장안벚꽃로 35,127.0722997,37.5638139
서울특별시 동대문구 장안동 장한로12길 89,127.0725723,37.5645185
서울특별시 동대문구 장안동 장한로20길 7,127.0703018,37.5689263
서울특별시 동대문구 장안동 장한로22길 20-16,127.0707869,37.5688067
서울특별시 동대문구 장안동 장한로26나길 16,127.0722516,37.5709577
서울특별시 동대문구 장안동 답십리로66길 37,127.067756,37.5708594
서울특별시 동대문구 장안동 천호대로97길 26,127.0708533,37.5619196
서울특별시 동대문구 장안동 장한로12길 35,127.0699634,37.5655167
서울특별시 동대문구 장안동 천호대로77길 79,127.0628288,37.5654152
서울특별시 동대문구 장안동 천호대로77가길 27,127.0637831,37.5637307
서울특별시 동대문구 장안동 장한로5길 28,127.0650459,37.5649111
서울특별시 동대문구 장안동 장한로28가길 35,127.07254,37.5745263
서울특별시 동대문구 장안동 장한로28가길 31,127.0725262,37.5743479
서울특별시 동대문구 장안동 장한로 99,127.0697305,37.569754
서울특별시 동대문구 장안동 장한로18길 26-10,127.0697729,37.5669554
서울특별시 동대문구 장안동 장한로9길 25,127.0657068,37.5658268
서울특별시 동대문구 장안동 장한로26길 67,127.0750858,37.5715961
서울특별시 동대문구 장안동 장한로12길 40,127.0694938,37.5650902
서울특별시 동대문구 장안동 천호대로85길 71,127.0676777,37.5650033
서울특별시 동대문구 장안동 장한로26나길 3,127.0729596,37.57136879999999
서울특별시 동대문구 장안동 한천로32길 37,127.069309,37.5746115
서울특별시 동대문구 장안동 사가정로23가길 23,127.0713191,37.5807787
서울특별시 동대문구 장안동 천호대로89길 30,127.0690412,37.563039
서울특별시 동대문구 장안동 한천로4길 13-6,127.060087,37.5637181
서울특별시 동대문구 장안동 천호대로83길 71-7,127.0653833,37.5652965
서울특별시 동대문구 장안동 장한로 105,127.0699461,37.57008860000001
서울특별시 동대문구 장안동 천호대로85길 26-4,127.0666768,37.5627872
서울특별시 동대문구 장안동 한천로6길 76,127.0633657,37.5628329
서울특별시 동대문구 장안동 장한로27가길 16,127.0712547,37.5738055
서울특별시 동대문구 장안동 장한로27가길 12,127.0712429,37.5736379
서울특별시 동대문구 장안동 천호대로97길 61,127.0711804,37.5633553
서울특별시 동대문구 장안동 천호대로97길 9,127.0699021,37.5613586
서울특별시 동대문구 장안동 장안벚꽃로1길 7,127.0753503,37.5759642
서울특별시 동대문구 장안동 천호대로93길 56,127.0706379,37.5635592
서울특별시 동대문구 장안동 장한로28길 74,127.076057,37.5725543
서울특별시 동대문구 장안동 답십리로69길 99,127.0738681,37.57691579999999
서울특별시 동대문구 장안동 장한로18길 31,127.0706624,37.5678747
서울특별시 동대문구 장안동 장한로21길 11-2,127.0690233,37.569927
서울특별시 동대문구 장안동 장한로23길 11-5,127.0700589,37.5707962
서울특별시 동대문구 장안동 천호대로77다길 11-18,127.0648942,37.5661867
서울특별시 동대문구 장안동 천호대로77다길 11-12,127.0647446,37.56602549999999
서울특별시 동대문구 장안동 장한로23길 7,127.0702378,37.5710671
서울특별시 동대문구 장안동 장한로23길 11-3,127.0701422,37.5709256
서울특별시 동대문구 장안동 한천로14길 8,127.0629723,37.567075
서울특별시 동대문구 장안동 장한로26가길 31,127.0715238,37.57024759999999
서울특별시 동대문구 장안동 장한로21길 11-10,127.0686138,37.5694323
서울특별시 동대문구 장안동 장한로26가길 63,127.0708161,37.5689965
서울특별시 동대문구 장안동 장한로26가길 53,127.070963,37.5692661
서울특별시 동대문구 장안동 장한로28가길 91,127.0727241,37.5771398
서울특별시 동대문구 장안동 장한로23길 11-12,127.0693095,37.5703853
서울특별시 동대문구 장안동 장한로23길 11-10,127.0694163,37.5705525
서울특별시 동대문구 장안동 장한로26가길 14,127.0716344,37.5711602
서울특별시 동대문구 장안동 장한로26가길 86,127.069886,37.5682566
서울특별시 동대문구 장안동 한천로24길 74-8,127.0681658,37.568601
서울특별시 동대문구 장안동 사가정로 245-3,127.0719142,37.5795265
서울특별시 동대문구 장안동 장한로26다길 106,127.0709509,37.5673106
서울특별시 동대문구 장안동 장한로26다길 84,127.0715465,37.5685261
서울특별시 동대문구 장안동 장한로28가길 44,127.0730748,37.5746969
서울특별시 동대문구 장안동 장한로6길 25-4,127.067759,37.5633955
서울특별시 동대문구 장안동 천호대로83길 19,127.0645785,37.5631778
서울특별시 동대문구 장안동 천호대로81길 24,127.0643622,37.5633116
서울특별시 동대문구 장안동 천호대로89길 33,127.0684998,37.5633105
서울특별시 동대문구 장안동 장한로12길 63,127.0711417,37.5649447
서울특별시 동대문구 장안동 장한로26나길 42,127.0717002,37.5699329
서울특별시 동대문구 장안동 장한로8길 5,127.0673226,37.5644928
서울특별시 동대문구 장안동 장한로28가길 61,127.0726287,37.5757902
서울특별시 동대문구 장안동 천호대로77길 96,127.063722,37.5657988
서울특별시 동대문구 장안동 장한로10길 28,127.0686116,37.5645908
서울특별시 동대문구 전농동 서울시립대로 31,127.045704,37.5748818
서울특별시 동대문구 전농동 전농로38길 30,127.0533975,37.58636449999999
서울특별시 동대문구 전농동 서울시립대로25길 9,127.0521902,37.5824679
서울특별시 동대문구 전농동 전농로 192,127.0555938,37.5819285
서울특별시 동대문구 전농동 사가정로 122,127.0585552,37.5771726
서울특별시 동대문구 제기동 정릉천동로 80,127.0355943,37.579179
서울특별시 동대문구 제기동 정릉천동로 100,127.035869,37.5809639
서울특별시 동대문구 제기동 약령시로 25,127.0319102,37.58345250000001
서울특별시 동대문구 제기동 회기로 14,127.0379118,37.5909693
서울특별시 동대문구 제기동 왕산로19라길 30,127.0334633,37.5799142
서울특별시 동대문구 제기동 왕산로23길 89,127.0340841,37.5821997
서울특별시 동대문구 제기동 왕산로19다길 25,127.0327157,37.5796939
서울특별시 동대문구 제기동 고산자로 534,127.0391551,37.5889242
서울특별시 동대문구 제기동 정릉천동로 90,127.0357539,37.5801881
서울특별시 동대문구 제기동 제기로15길 3,127.0399757,37.5869775
서울특별시 동대문구 청량리동 홍릉로12길 29,127.0445276,37.5861071
서울특별시 동대문구 청량리동 약령시로 154,127.0458649,37.5824506
서울특별시 동대문구 청량리동 약령시로 147,127.0468075,37.5839304
서울특별시 동대문구 청량리동 회기로5길 100,127.0409383,37.5951221
서울특별시 동대문구 청량리동 회기로8길 37,127.0410908,37.5908656
서울특별시 동대문구 청량리동 제기로 131,127.0492017,37.5879989
서울특별시 동대문구 청량리동 약령시로21길 30,127.0463506,37.5849762
서울특별시 동대문구 청량리동 왕산로37길 27,127.0437365,37.5811025
서울특별시 동대문구 청량리동 홍릉로 13,127.04439,37.58143920000001
서울특별시 동대문구 청량리동 홍릉로10길 48,127.0460232,37.5861567
서울특별시 동대문구 회기동 이문로3길 16-2,127.0539102,37.5895051
서울특별시 동대문구 회기동 이문로 3,127.0536694,37.5886559
서울특별시 동대문구 회기동 이문로 37,127.0560569,37.5908177
서울특별시 동대문구 회기동 이문로1길 21,127.0518226,37.5896042
서울특별시 동대문구 회기동 회기로 173-1,127.0555103,37.5906508
서울특별시 동대문구 휘경동 망우로 135,127.0676952,37.5925855
서울특별시 동대문구 휘경동 외대역동로 36,127.0668933,37.592313
서울특별시 동대문구 휘경동 한천로 300,127.0645152,37.5882047
서울특별시 동대문구 휘경동 망우로 95,127.0633846,37.5910069
서울특별시 동대문구 휘경동 외대역동로1길 24,127.0643803,37.5919731
서울특별시 동대문구 휘경동 겸재로 24,127.0710925,37.5841611
서울특별시 동대문구 휘경동 외대역동로 37,127.0660517,37.592145
서울특별시 동대문구 휘경동 한천로 248,127.0645152,37.5882047
서울특별시 동대문구 휘경동 서울시립대로29길 62,127.0555474,37.586321
서울특별시 동대문구 휘경동 망우로 67,127.0609167,37.5899442
서울특별시 동대문구 휘경동 한천로47길 23,127.0666335,37.584048
서울특별시 동대문구 휘경동 장안벚꽃로5길 10,127.0732999,37.5823442
서울특별시 동대문구 휘경동 장안벚꽃로5길 19,127.0741896,37.5816643
서울특별시 동작구 노량진동 만양로 19,126.9451235,37.507425
서울특별시 동작구 대방동 여의대방로24다길 40,126.9231205,37.4985309
서울특별시 동작구 대방동 등용로14길 34,126.9331501,37.5118983
서울특별시 동작구 동작동 동작대로39길 22,126.9799965,37.4947311
서울특별시 동작구 본동 노량진로32길 156,126.9545201,37.509823
서울특별시 동작구 본동 매봉로 156,126.9519398,37.5115238
서울특별시 동작구 본동 노량진로23가길 23,126.9508023,37.5140947
서울특별시 동작구 본동 노량진로24길 2,126.9530679,37.5122215
서울특별시 동작구 사당동 사당로2가길 173,126.9655331,37.487078
서울특별시 동작구 사당동 사당로2가길 102,126.9624448,37.4886965
서울특별시 동작구 사당동 사당로16길 96,126.9701483,37.478962
서울특별시 동작구 사당동 동작대로29길 118,126.9768668,37.4910225
서울특별시 동작구 사당동 사당로27길 130,126.9738534,37.4894894
서울특별시 동작구 상도동 양녕로23길 9,126.9419355,37.4952966
서울특별시 동작구 상도동 상도로53길 8,126.9547334,37.499352
서울특별시 동대문구 휘경동 망우로 105,127.0648374,37.5915905
서울특별시 동대문구 휘경동 망우로 35,127.0575903,37.5890412
서울특별시 동작구 노량진동 만양로 26,126.9497743,37.5071676
서울특별시 동작구 노량진동 장승배기로18길 27,126.9418054,37.5076463
서울특별시 동작구 노량진동 노량진로 140,126.9416667,37.51281669999999
서울특별시 동작구 노량진동 장승배기로17길 31,126.938493,37.5065726
서울특별시 동작구 노량진동 만양로 84,126.9451325,37.5109281
서울특별시 동작구 노량진동 장승배기로13길 46,126.9373433,37.5068362
서울특별시 동작구 노량진동 장승배기로16길 134,126.943666,37.5099935
서울특별시 동작구 노량진동 만양로8길 50,126.9478043,37.5096287
서울특별시 동작구 노량진동 장승배기로18길 20-3,126.9414623,37.5072628
서울특별시 동작구 노량진동 장승배기로17길 32,126.9381537,37.5066402
서울특별시 동작구 노량진동 만양로 36,126.9482742,37.5077335
서울특별시 동작구 대방동 여의대방로62길 24,126.929116,37.5138753
서울특별시 동작구 대방동 여의대방로54길 6,126.925701,37.5114571
서울특별시 동작구 대방동 여의대방로36길 16,126.9237386,37.5047556
서울특별시 동작구 대방동 대방동2길 18,126.9286018,37.5014037
서울특별시 동작구 대방동 대방동2길 38,126.9274655,37.5029436
서울특별시 동작구 대방동 여의대방로44길 10,126.9247119,37.5072943
서울특별시 동작구 대방동 대방동2길 42,126.9268949,37.5029622
서울특별시 동작구 대방동 알마타길 37,126.9290823,37.5120419
서울특별시 동작구 대방동 알마타길 53,126.9310062,37.5120368
서울특별시 동작구 대방동 등용로 127,126.930775,37.5126942
서울특별시 동작구 대방동 여의대방로62길 22,126.9287013,37.5137996
서울특별시 동작구 대방동 등용로 76,126.9324107,37.5078275
서울특별시 동작구 대방동 등용로14길 40,126.9335439,37.5117274
서울특별시 동작구 대방동 여의대방로36길 7,126.9226656,37.5043571
서울특별시 동작구 대방동 여의대방로44길 9,126.9255822,37.5093826
서울특별시 동작구 대방동 대방동2길 36,126.9277231,37.5029288
서울특별시 동작구 대방동 대방동길 10,126.9276871,37.5005801
서울특별시 동작구 대방동 여의대방로62길 8,126.927444,37.5137664
서울특별시 동작구 대방동 여의대방로62길 7,126.9277179,37.5141035
서울특별시 동작구 대방동 대방동길 99,126.9230597,37.5060601
서울특별시 동작구 대방동 여의대방로54길 39,126.9289184,37.512718
서울특별시 동작구 대방동 여의대방로62길 23,126.9297027,37.5142134
서울특별시 동작구 대방동 여의대방로44길 47,126.9300449,37.5097245
서울특별시 동작구 대방동 상도로 63,126.9275553,37.4999664
서울특별시 동작구 대방동 대방동9길 4,126.9263099,37.5026272
서울특별시 동작구 대방동 여의대방로62길 15,126.9285363,37.5141567
서울특별시 동작구 대방동 알마타길 58,126.9313074,37.5107705
서울특별시 동작구 동작동 동작대로39가길 55,126.9784539,37.4940287
서울특별시 동작구 동작동 동작대로45길 22,126.9810332,37.497667
서울특별시 동작구 동작동 동작대로43길 36,126.9809172,37.4971454
서울특별시 동작구 본동 매봉로 123,126.9500796,37.51001610000001
서울특별시 동작구 본동 매봉로 134,126.9518113,37.509687
서울특별시 동작구 본동 매봉로 99,126.9497992,37.5090583
서울특별시 동작구 사당동 솔밭로 65,126.9663645,37.4824699
서울특별시 동작구 사당동 남부순환로 2005,126.9714809,37.4759767
서울특별시 동작구 사당동 동작대로29길 81,126.977418,37.488809
서울특별시 동작구 사당동 사당로9가길 82,126.9678063,37.4882469
서울특별시 동작구 사당동 사당로 165,126.9677299,37.4873986
서울특별시 동작구 사당동 관악로30길 27,126.9618587,37.4860127
서울특별시 동작구 사당동 동작대로29길 119,126.9759403,37.4896386
서울특별시 동작구 사당동 사당로 164-1,126.9672334,37.4867451
서울특별시 동작구 사당동 사당로16마길 24,126.9710835,37.4820563
서울특별시 동작구 사당동 남부순환로255나길 8,126.9715359,37.4769727
서울특별시 동작구 사당동 사당로17길 52,126.9730417,37.48636430000001
서울특별시 동작구 사당동 동작대로29길 195,126.9752181,37.4933654
서울특별시 동작구 사당동 사당로9가길 55,126.9683705,37.4869184
서울특별시 동작구 사당동 사당로8길 58,126.9675238,37.4830997
서울특별시 동작구 사당동 사당로13길 31,126.9712801,37.4853922
서울특별시 동작구 사당동 동작대로33마길 17,126.9787558,37.4905458
서울특별시 동작구 사당동 솔밭로 57,126.9661919,37.4817659
서울특별시 동작구 사당동 사당로27길 190,126.9725122,37.4907769
서울특별시 동작구 사당동 사당로20길 119,126.9736106,37.4783498
서울특별시 동작구 사당동 사당로2길 76,126.965295,37.4893493
서울특별시 동작구 사당동 사당로27길 181,126.9714796,37.4901929
서울특별시 동작구 사당동 동작대로29길 91,126.9759403,37.4896386
서울특별시 동작구 사당동 동작대로29길 115,126.9759403,37.4896386
서울특별시 동작구 사당동 사당로2길 40,126.9633463,37.4918742
서울특별시 동작구 사당동 사당로 158,126.9667557,37.4873773
서울특별시 동작구 사당동 동작대로35아길 14,126.9793273,37.4933531
서울특별시 동작구 사당동 사당로2가길 202,126.9659338,37.4860821
서울특별시 동작구 사당동 사당로23아길 24,126.9695917,37.4913734
서울특별시 동작구 사당동 사당로23바길 9,126.9704536,37.4891769
서울특별시 동작구 사당동 동작대로11길 64,126.977985,37.4814311
서울특별시 동작구 사당동 사당로26길 130-6,126.9776423,37.4780348
서울특별시 동작구 사당동 남부순환로255길 21,126.9692705,37.4772977
서울특별시 동작구 사당동 사당로2가길 188,126.9653193,37.4860466
서울특별시 동작구 사당동 동작대로35사길 2,126.9793434,37.4925095
서울특별시 동작구 사당동 동작대로29길 110,126.9759403,37.4896386
서울특별시 동작구 사당동 남부순환로255길 19-1,126.9700485,37.4768751
서울특별시 동작구 사당동 사당로13길 40,126.9721262,37.48610439999999
서울특별시 동작구 사당동 사당로 300,126.9804651,37.4844319
서울특별시 동작구 사당동 사당로2길 72,126.9648926,37.4894138
서울특별시 동작구 사당동 사당로16다길 57,126.969521,37.4829287
서울특별시 동작구 사당동 남부순환로265길 108,126.976273,37.4801903
서울특별시 동작구 사당동 사당로16아길 43,126.9691284,37.4802639
서울특별시 동작구 사당동 사당로20나길 57,126.9736959,37.4812956
서울특별시 동작구 사당동 사당로4길 52,126.9645837,37.4859044
서울특별시 동작구 사당동 사당로17길 111,126.9703972,37.4881254
서울특별시 동작구 사당동 남부순환로255길 17,126.9703763,37.4769699
서울특별시 동작구 상도1동 상도로41길 43,126.9513156,37.5025969
서울특별시 동작구 상도1동 상도로41가길 8,126.9503887,37.5028416
서울특별시 동작구 상도1동 상도로47길 60,126.9522162,37.5019201
서울특별시 동작구 상도1동 상도로41길 49,126.951636,37.5027634
서울특별시 동작구 상도1동 상도로47길 56-5,126.9526141,37.5021587
서울특별시 동작구 상도1동 상도로47다길 29,126.9530182,37.5015119
서울특별시 동작구 상도1동 상도로47길 116-4,126.9518733,37.504311
서울특별시 동작구 상도1동 매봉로2길 1,126.9519881,37.5073409
서울특별시 동작구 상도1동 상도로47나길 11,126.9527744,37.5005921
서울특별시 동작구 상도1동 강남초등길 23-3,126.9528046,37.505235
서울특별시 동작구 상도동 국사봉1길 18,126.9296868,37.4988299
서울특별시 동작구 상도동 만양로 26,126.9497743,37.5071676
서울특별시 동작구 상도동 상도로60길 20,126.9534778,37.4929949
서울특별시 동작구 상도동 양녕로 287,126.9493294,37.505402
서울특별시 동작구 상도동 양녕로23길 43,126.940045,37.496248
서울특별시 동작구 상도동 상도로34길 42,126.9444205,37.5029261
서울특별시 동작구 상도동 상도로30길 40,126.9427755,37.5038796
